source,date,datetime,year,month,month_name,day_of_week,day_name,hour,coffee_name,money,payment_method,cash_type,card
index_1,2024-10-14,2024-10-14 22:08:53.730,2024,10,October,0,Monday,22,Latte,35.76,card,card,ANON-0000-0000-0759
index_1,2024-10-14,2024-10-14 22:10:23.672,2024,10,October,0,Monday,22,Latte,35.76,card,card,ANON-0000-0000-0760
index_1,2024-10-14,2024-10-14 22:21:53.865,2024,10,October,0,Monday,22,Latte,35.76,card,card,ANON-0000-0000-0510
index_1,2024-10-15,2024-10-15 08:14:28.667,2024,10,October,1,Tuesday,8,Cortado,25.96,card,card,ANON-0000-0000-0141
index_1,2024-10-15,2024-10-15 08:34:17.867,2024,10,October,1,Tuesday,8,Espresso,21.06,card,card,ANON-0000-0000-0761
index_1,2024-10-15,2024-10-15 11:13:21.963,2024,10,October,1,Tuesday,11,Hot Chocolate,35.76,card,card,ANON-0000-0000-0762
index_1,2024-10-15,2024-10-15 11:15:20.622,2024,10,October,1,Tuesday,11,Latte,35.76,card,card,ANON-0000-0000-0736
index_1,2024-10-15,2024-10-15 11:16:27.469,2024,10,October,1,Tuesday,11,Hot Chocolate,35.76,card,card,ANON-0000-0000-0736
index_1,2024-10-15,2024-10-15 13:00:43.233,2024,10,October,1,Tuesday,13,Latte,35.76,card,card,ANON-0000-0000-0763
index_1,2024-10-15,2024-10-15 13:15:44.836,2024,10,October,1,Tuesday,13,Americano with Milk,30.86,card,card,ANON-0000-0000-0764
index_1,2024-10-15,2024-10-15 15:32:11.278,2024,10,October,1,Tuesday,15,Latte,35.76,card,card,ANON-0000-0000-0683
index_1,2024-10-15,2024-10-15 15:54:16.513,2024,10,October,1,Tuesday,15,Americano,25.96,card,card,ANON-0000-0000-0765
index_1,2024-10-15,2024-10-15 15:55:19.039,2024,10,October,1,Tuesday,15,Espresso,21.06,card,card,ANON-0000-0000-0765
index_1,2024-10-15,2024-10-15 17:04:11.335,2024,10,October,1,Tuesday,17,Hot Chocolate,35.76,card,card,ANON-0000-0000-0766
index_1,2024-10-15,2024-10-15 19:22:21.379,2024,10,October,1,Tuesday,19,Americano,25.96,card,card,ANON-0000-0000-0767
index_1,2024-10-15,2024-10-15 19:23:17.353,2024,10,October,1,Tuesday,19,Cocoa,35.76,card,card,ANON-0000-0000-0767
index_1,2024-10-15,2024-10-15 20:11:14.884,2024,10,October,1,Tuesday,20,Latte,35.76,card,card,ANON-0000-0000-0507
index_1,2024-10-15,2024-10-15 20:12:28.631,2024,10,October,1,Tuesday,20,Latte,35.76,card,card,ANON-0000-0000-0507
index_1,2024-10-15,2024-10-15 21:18:08.409,2024,10,October,1,Tuesday,21,Hot Chocolate,35.76,card,card,ANON-0000-0000-0040
index_1,2024-10-15,2024-10-15 21:35:19.943,2024,10,October,1,Tuesday,21,Hot Chocolate,35.76,card,card,ANON-0000-0000-0040
index_1,2024-10-15,2024-10-15 22:15:19.653,2024,10,October,1,Tuesday,22,Latte,35.76,card,card,ANON-0000-0000-0690
index_1,2024-10-16,2024-10-16 08:21:26.013,2024,10,October,2,Wednesday,8,Americano with Milk,30.86,card,card,ANON-0000-0000-0276
index_1,2024-10-16,2024-10-16 08:36:23.588,2024,10,October,2,Wednesday,8,Hot Chocolate,35.76,card,card,ANON-0000-0000-0696
index_1,2024-10-16,2024-10-16 09:25:51.175,2024,10,October,2,Wednesday,9,Latte,35.76,card,card,ANON-0000-0000-0570
index_1,2024-10-16,2024-10-16 10:15:47.944,2024,10,October,2,Wednesday,10,Americano with Milk,30.86,card,card,ANON-0000-0000-0571
index_1,2024-10-16,2024-10-16 10:16:53.739,2024,10,October,2,Wednesday,10,Americano with Milk,30.86,card,card,ANON-0000-0000-0571
index_1,2024-10-16,2024-10-16 10:45:24.963,2024,10,October,2,Wednesday,10,Americano with Milk,30.86,card,card,ANON-0000-0000-0333
index_1,2024-10-16,2024-10-16 11:49:44.633,2024,10,October,2,Wednesday,11,Americano,25.96,card,card,ANON-0000-0000-0768
index_1,2024-10-16,2024-10-16 12:29:44.254,2024,10,October,2,Wednesday,12,Americano with Milk,30.86,card,card,ANON-0000-0000-0769
index_1,2024-10-16,2024-10-16 13:20:10.470,2024,10,October,2,Wednesday,13,Americano,25.96,card,card,ANON-0000-0000-0764
index_1,2024-10-16,2024-10-16 16:45:29.537,2024,10,October,2,Wednesday,16,Latte,35.76,card,card,ANON-0000-0000-0770
index_1,2024-10-16,2024-10-16 17:43:20.657,2024,10,October,2,Wednesday,17,Americano with Milk,30.86,card,card,ANON-0000-0000-0510
index_1,2024-10-16,2024-10-16 19:37:42.411,2024,10,October,2,Wednesday,19,Americano with Milk,30.86,card,card,ANON-0000-0000-0771
index_1,2024-10-16,2024-10-16 19:38:36.648,2024,10,October,2,Wednesday,19,Americano with Milk,30.86,card,card,ANON-0000-0000-0771
index_1,2024-10-16,2024-10-16 21:20:28.533,2024,10,October,2,Wednesday,21,Hot Chocolate,35.76,card,card,ANON-0000-0000-0772
index_1,2024-10-17,2024-10-17 07:47:00.921,2024,10,October,3,Thursday,7,Latte,35.76,card,card,ANON-0000-0000-0696
index_1,2024-10-17,2024-10-17 07:58:06.763,2024,10,October,3,Thursday,7,Latte,35.76,card,card,ANON-0000-0000-0570
index_1,2024-10-17,2024-10-17 09:24:27.162,2024,10,October,3,Thursday,9,Americano with Milk,30.86,card,card,ANON-0000-0000-0773
index_1,2024-10-17,2024-10-17 10:26:37.790,2024,10,October,3,Thursday,10,Latte,35.76,card,card,ANON-0000-0000-0510
index_1,2024-10-17,2024-10-17 10:44:54.232,2024,10,October,3,Thursday,10,Hot Chocolate,35.76,card,card,ANON-0000-0000-0313
index_1,2024-10-17,2024-10-17 11:59:26.853,2024,10,October,3,Thursday,11,Americano with Milk,30.86,card,card,ANON-0000-0000-0774
index_1,2024-10-17,2024-10-17 13:57:24.895,2024,10,October,3,Thursday,13,Latte,35.76,card,card,ANON-0000-0000-0775
index_1,2024-10-17,2024-10-17 14:34:42.598,2024,10,October,3,Thursday,14,Americano,25.96,card,card,ANON-0000-0000-0776
index_1,2024-10-17,2024-10-17 16:37:12.586,2024,10,October,3,Thursday,16,Hot Chocolate,35.76,card,card,ANON-0000-0000-0702
index_1,2024-10-17,2024-10-17 16:38:17.969,2024,10,October,3,Thursday,16,Hot Chocolate,35.76,card,card,ANON-0000-0000-0702
index_1,2024-10-17,2024-10-17 16:39:09.606,2024,10,October,3,Thursday,16,Latte,35.76,card,card,ANON-0000-0000-0702
index_1,2024-10-17,2024-10-17 16:48:35.857,2024,10,October,3,Thursday,16,Hot Chocolate,35.76,card,card,ANON-0000-0000-0777
index_1,2024-10-17,2024-10-17 16:49:33.156,2024,10,October,3,Thursday,16,Hot Chocolate,35.76,card,card,ANON-0000-0000-0777
index_1,2024-10-17,2024-10-17 17:08:27.751,2024,10,October,3,Thursday,17,Cappuccino,35.76,card,card,ANON-0000-0000-0258
index_1,2024-10-17,2024-10-17 17:09:30.303,2024,10,October,3,Thursday,17,Hot Chocolate,35.76,card,card,ANON-0000-0000-0258
index_1,2024-10-17,2024-10-17 19:43:12.167,2024,10,October,3,Thursday,19,Latte,35.76,card,card,ANON-0000-0000-0507
index_1,2024-10-17,2024-10-17 20:11:36.404,2024,10,October,3,Thursday,20,Americano with Milk,30.86,card,card,ANON-0000-0000-0778
index_1,2024-10-17,2024-10-17 21:46:12.945,2024,10,October,3,Thursday,21,Latte,35.76,card,card,ANON-0000-0000-0779
index_1,2024-10-17,2024-10-17 21:47:20.461,2024,10,October,3,Thursday,21,Latte,35.76,card,card,ANON-0000-0000-0779
index_1,2024-10-17,2024-10-17 21:48:31.699,2024,10,October,3,Thursday,21,Latte,35.76,card,card,ANON-0000-0000-0779
index_1,2024-10-17,2024-10-17 21:49:54.619,2024,10,October,3,Thursday,21,Hot Chocolate,35.76,card,card,ANON-0000-0000-0779
index_1,2024-10-18,2024-10-18 08:41:59.489,2024,10,October,4,Friday,8,Cocoa,35.76,card,card,ANON-0000-0000-0012
index_1,2024-10-18,2024-10-18 08:42:59.176,2024,10,October,4,Friday,8,Cocoa,35.76,card,card,ANON-0000-0000-0054
index_1,2024-10-18,2024-10-18 09:32:41.501,2024,10,October,4,Friday,9,Cocoa,35.76,card,card,ANON-0000-0000-0003
index_1,2024-10-18,2024-10-18 09:34:08.021,2024,10,October,4,Friday,9,Cocoa,35.76,card,card,ANON-0000-0000-0003
index_1,2024-10-18,2024-10-18 09:55:20.229,2024,10,October,4,Friday,9,Cappuccino,35.76,card,card,ANON-0000-0000-0780
index_1,2024-10-18,2024-10-18 11:54:58.816,2024,10,October,4,Friday,11,Cappuccino,35.76,card,card,ANON-0000-0000-0780
index_1,2024-10-18,2024-10-18 14:51:04.117,2024,10,October,4,Friday,14,Latte,35.76,card,card,ANON-0000-0000-0781
index_1,2024-10-18,2024-10-18 14:52:15.325,2024,10,October,4,Friday,14,Cappuccino,35.76,card,card,ANON-0000-0000-0781
index_1,2024-10-18,2024-10-18 15:39:19.970,2024,10,October,4,Friday,15,Americano,25.96,card,card,ANON-0000-0000-0683
index_1,2024-10-18,2024-10-18 16:09:57.876,2024,10,October,4,Friday,16,Latte,35.76,card,card,ANON-0000-0000-0782
index_1,2024-10-18,2024-10-18 17:45:38.978,2024,10,October,4,Friday,17,Hot Chocolate,35.76,card,card,ANON-0000-0000-0783
index_1,2024-10-18,2024-10-18 21:14:40.243,2024,10,October,4,Friday,21,Cocoa,35.76,card,card,ANON-0000-0000-0012
index_1,2024-10-18,2024-10-18 21:15:22.513,2024,10,October,4,Friday,21,Cocoa,35.76,card,card,ANON-0000-0000-0012
index_1,2024-10-18,2024-10-18 21:52:23.408,2024,10,October,4,Friday,21,Americano with Milk,30.86,card,card,ANON-0000-0000-0784
index_1,2024-10-18,2024-10-18 22:03:26.964,2024,10,October,4,Friday,22,Latte,35.76,card,card,ANON-0000-0000-0690
index_1,2024-10-19,2024-10-19 08:34:13.654,2024,10,October,5,Saturday,8,Americano with Milk,30.86,card,card,ANON-0000-0000-0785
index_1,2024-10-19,2024-10-19 13:22:06.088,2024,10,October,5,Saturday,13,Latte,35.76,card,card,ANON-0000-0000-0019
index_1,2024-10-19,2024-10-19 14:10:32.609,2024,10,October,5,Saturday,14,Cappuccino,35.76,card,card,ANON-0000-0000-0355
index_1,2024-10-19,2024-10-19 15:56:55.218,2024,10,October,5,Saturday,15,Hot Chocolate,35.76,card,card,ANON-0000-0000-0507
index_1,2024-10-19,2024-10-19 15:59:24.076,2024,10,October,5,Saturday,15,Latte,35.76,card,card,ANON-0000-0000-0507
index_1,2024-10-19,2024-10-19 16:02:45.831,2024,10,October,5,Saturday,16,Latte,35.76,card,card,ANON-0000-0000-0494
index_1,2024-10-19,2024-10-19 16:17:42.515,2024,10,October,5,Saturday,16,Latte,35.76,card,card,ANON-0000-0000-0696
index_1,2024-10-19,2024-10-19 21:46:45.517,2024,10,October,5,Saturday,21,Cocoa,35.76,card,card,ANON-0000-0000-0690
index_1,2024-10-19,2024-10-19 22:46:37.697,2024,10,October,5,Saturday,22,Cappuccino,35.76,card,card,ANON-0000-0000-0786
index_1,2024-10-20,2024-10-20 08:40:43.966,2024,10,October,6,Sunday,8,Latte,35.76,card,card,ANON-0000-0000-0570
index_1,2024-10-20,2024-10-20 08:41:50.471,2024,10,October,6,Sunday,8,Cocoa,35.76,card,card,ANON-0000-0000-0570
index_1,2024-10-20,2024-10-20 11:16:51.841,2024,10,October,6,Sunday,11,Latte,35.76,card,card,ANON-0000-0000-0787
index_1,2024-10-20,2024-10-20 14:28:46.044,2024,10,October,6,Sunday,14,Hot Chocolate,35.76,card,card,ANON-0000-0000-0650
index_1,2024-10-20,2024-10-20 14:29:43.545,2024,10,October,6,Sunday,14,Cortado,25.96,card,card,ANON-0000-0000-0650
index_1,2024-10-20,2024-10-20 15:52:45.055,2024,10,October,6,Sunday,15,Americano with Milk,30.86,card,card,ANON-0000-0000-0455
index_1,2024-10-20,2024-10-20 16:45:09.783,2024,10,October,6,Sunday,16,Latte,35.76,card,card,ANON-0000-0000-0788
index_1,2024-10-20,2024-10-20 16:46:04.815,2024,10,October,6,Sunday,16,Latte,35.76,card,card,ANON-0000-0000-0788
index_1,2024-10-20,2024-10-20 17:27:05.827,2024,10,October,6,Sunday,17,Latte,35.76,card,card,ANON-0000-0000-0507
index_1,2024-10-20,2024-10-20 18:34:16.387,2024,10,October,6,Sunday,18,Cocoa,35.76,card,card,ANON-0000-0000-0012
index_1,2024-10-20,2024-10-20 18:35:08.162,2024,10,October,6,Sunday,18,Cocoa,35.76,card,card,ANON-0000-0000-0012
index_1,2024-10-20,2024-10-20 21:14:18.045,2024,10,October,6,Sunday,21,Hot Chocolate,35.76,card,card,ANON-0000-0000-0789
index_1,2024-10-20,2024-10-20 21:15:17.780,2024,10,October,6,Sunday,21,Cortado,25.96,card,card,ANON-0000-0000-0790
index_1,2024-10-20,2024-10-20 21:17:26.865,2024,10,October,6,Sunday,21,Cocoa,35.76,card,card,ANON-0000-0000-0791
index_1,2024-10-20,2024-10-20 21:25:00.085,2024,10,October,6,Sunday,21,Latte,35.76,card,card,ANON-0000-0000-0792
index_1,2024-10-20,2024-10-20 22:17:29.041,2024,10,October,6,Sunday,22,Cappuccino,35.76,card,card,ANON-0000-0000-0550
index_1,2024-10-21,2024-10-21 07:48:43.087,2024,10,October,0,Monday,7,Latte,35.76,card,card,ANON-0000-0000-0696
index_1,2024-10-21,2024-10-21 08:19:56.383,2024,10,October,0,Monday,8,Latte,35.76,card,card,ANON-0000-0000-0097
index_1,2024-10-21,2024-10-21 09:04:54.434,2024,10,October,0,Monday,9,Americano with Milk,30.86,card,card,ANON-0000-0000-0385
index_1,2024-10-21,2024-10-21 09:34:25.547,2024,10,October,0,Monday,9,Latte,35.76,card,card,ANON-0000-0000-0793
index_1,2024-10-21,2024-10-21 10:25:09.344,2024,10,October,0,Monday,10,Americano,25.96,card,card,ANON-0000-0000-0700
index_1,2024-10-21,2024-10-21 10:41:44.725,2024,10,October,0,Monday,10,Cortado,25.96,card,card,ANON-0000-0000-0141
index_1,2024-10-21,2024-10-21 10:42:35.555,2024,10,October,0,Monday,10,Cortado,25.96,card,card,ANON-0000-0000-0141
index_1,2024-10-21,2024-10-21 11:27:41.654,2024,10,October,0,Monday,11,Espresso,21.06,card,card,ANON-0000-0000-0274
index_1,2024-10-21,2024-10-21 12:40:24.294,2024,10,October,0,Monday,12,Cappuccino,35.76,card,card,ANON-0000-0000-0751
index_1,2024-10-21,2024-10-21 14:42:56.049,2024,10,October,0,Monday,14,Latte,35.76,card,card,ANON-0000-0000-0794
index_1,2024-10-21,2024-10-21 14:43:58.047,2024,10,October,0,Monday,14,Latte,35.76,card,card,ANON-0000-0000-0726
index_1,2024-10-21,2024-10-21 15:27:02.441,2024,10,October,0,Monday,15,Americano with Milk,30.86,card,card,ANON-0000-0000-0795
index_1,2024-10-21,2024-10-21 15:39:04.686,2024,10,October,0,Monday,15,Cortado,25.96,card,card,ANON-0000-0000-0796
index_1,2024-10-21,2024-10-21 16:42:57.468,2024,10,October,0,Monday,16,Cocoa,35.76,card,card,ANON-0000-0000-0225
index_1,2024-10-21,2024-10-21 16:55:22.549,2024,10,October,0,Monday,16,Latte,35.76,card,card,ANON-0000-0000-0797
index_1,2024-10-21,2024-10-21 19:21:13.352,2024,10,October,0,Monday,19,Hot Chocolate,35.76,card,card,ANON-0000-0000-0798
index_1,2024-10-21,2024-10-21 21:05:36.106,2024,10,October,0,Monday,21,Latte,35.76,card,card,ANON-0000-0000-0799
index_1,2024-10-21,2024-10-21 22:30:44.450,2024,10,October,0,Monday,22,Cocoa,35.76,card,card,ANON-0000-0000-0789
index_1,2024-10-21,2024-10-21 22:31:33.966,2024,10,October,0,Monday,22,Hot Chocolate,35.76,card,card,ANON-0000-0000-0791
index_1,2024-10-22,2024-10-22 07:32:59.530,2024,10,October,1,Tuesday,7,Latte,35.76,card,card,ANON-0000-0000-0696
index_1,2024-10-22,2024-10-22 07:34:00.044,2024,10,October,1,Tuesday,7,Cappuccino,35.76,card,card,ANON-0000-0000-0696
index_1,2024-10-22,2024-10-22 08:25:32.220,2024,10,October,1,Tuesday,8,Americano with Milk,30.86,card,card,ANON-0000-0000-0276
index_1,2024-10-22,2024-10-22 09:17:50.407,2024,10,October,1,Tuesday,9,Cortado,25.96,card,card,ANON-0000-0000-0800
index_1,2024-10-22,2024-10-22 10:51:32.286,2024,10,October,1,Tuesday,10,Espresso,21.06,card,card,ANON-0000-0000-0402
index_1,2024-10-22,2024-10-22 10:52:17.101,2024,10,October,1,Tuesday,10,Cortado,25.96,card,card,ANON-0000-0000-0402
index_1,2024-10-22,2024-10-22 18:07:02.574,2024,10,October,1,Tuesday,18,Americano,25.96,card,card,ANON-0000-0000-0801
index_1,2024-10-22,2024-10-22 19:46:39.213,2024,10,October,1,Tuesday,19,Hot Chocolate,35.76,card,card,ANON-0000-0000-0507
index_1,2024-10-22,2024-10-22 19:47:50.466,2024,10,October,1,Tuesday,19,Latte,35.76,card,card,ANON-0000-0000-0507
index_1,2024-10-23,2024-10-23 07:58:06.767,2024,10,October,2,Wednesday,7,Latte,35.76,card,card,ANON-0000-0000-0696
index_1,2024-10-23,2024-10-23 08:45:14.798,2024,10,October,2,Wednesday,8,Americano with Milk,30.86,card,card,ANON-0000-0000-0276
index_1,2024-10-23,2024-10-23 10:24:57.789,2024,10,October,2,Wednesday,10,Cortado,25.96,card,card,ANON-0000-0000-0141
index_1,2024-10-23,2024-10-23 12:31:05.425,2024,10,October,2,Wednesday,12,Americano with Milk,30.86,card,card,ANON-0000-0000-0802
index_1,2024-10-23,2024-10-23 16:20:02.262,2024,10,October,2,Wednesday,16,Americano with Milk,30.86,card,card,ANON-0000-0000-0803
index_1,2024-10-23,2024-10-23 16:21:09.035,2024,10,October,2,Wednesday,16,Americano with Milk,30.86,card,card,ANON-0000-0000-0803
index_1,2024-10-23,2024-10-23 16:42:30.220,2024,10,October,2,Wednesday,16,Cappuccino,35.76,card,card,ANON-0000-0000-0804
index_1,2024-10-23,2024-10-23 17:02:46.329,2024,10,October,2,Wednesday,17,Espresso,21.06,card,card,ANON-0000-0000-0805
index_1,2024-10-23,2024-10-23 18:58:58.511,2024,10,October,2,Wednesday,18,Cocoa,35.76,card,card,ANON-0000-0000-0040
index_1,2024-10-23,2024-10-23 19:00:43.029,2024,10,October,2,Wednesday,19,Cappuccino,35.76,card,card,ANON-0000-0000-0040
index_1,2024-10-23,2024-10-23 21:57:20.745,2024,10,October,2,Wednesday,21,Americano with Milk,30.86,card,card,ANON-0000-0000-0518
index_1,2024-10-23,2024-10-23 21:58:23.747,2024,10,October,2,Wednesday,21,Hot Chocolate,35.76,card,card,ANON-0000-0000-0806
index_1,2024-10-23,2024-10-23 22:23:38.310,2024,10,October,2,Wednesday,22,Latte,35.76,card,card,ANON-0000-0000-0807
index_1,2024-10-24,2024-10-24 12:07:46.562,2024,10,October,3,Thursday,12,Americano,25.96,card,card,ANON-0000-0000-0808
index_1,2024-10-24,2024-10-24 13:23:59.581,2024,10,October,3,Thursday,13,Cappuccino,35.76,card,card,ANON-0000-0000-0809
index_1,2024-10-24,2024-10-24 14:09:46.711,2024,10,October,3,Thursday,14,Cappuccino,35.76,card,card,ANON-0000-0000-0804
index_1,2024-10-24,2024-10-24 14:49:01.859,2024,10,October,3,Thursday,14,Hot Chocolate,35.76,card,card,ANON-0000-0000-0810
index_1,2024-10-24,2024-10-24 14:49:49.340,2024,10,October,3,Thursday,14,Latte,35.76,card,card,ANON-0000-0000-0810
index_1,2024-10-24,2024-10-24 15:47:32.792,2024,10,October,3,Thursday,15,Latte,35.76,card,card,ANON-0000-0000-0788
index_1,2024-10-24,2024-10-24 15:48:29.937,2024,10,October,3,Thursday,15,Latte,35.76,card,card,ANON-0000-0000-0788
index_1,2024-10-24,2024-10-24 18:53:47.318,2024,10,October,3,Thursday,18,Americano,25.96,card,card,ANON-0000-0000-0811
index_1,2024-10-24,2024-10-24 18:55:07.574,2024,10,October,3,Thursday,18,Americano,25.96,card,card,ANON-0000-0000-0811
index_1,2024-10-24,2024-10-24 19:50:18.736,2024,10,October,3,Thursday,19,Latte,35.76,card,card,ANON-0000-0000-0507
index_1,2024-10-24,2024-10-24 20:44:11.476,2024,10,October,3,Thursday,20,Americano,25.96,card,card,ANON-0000-0000-0812
index_1,2024-10-24,2024-10-24 21:14:44.888,2024,10,October,3,Thursday,21,Hot Chocolate,35.76,card,card,ANON-0000-0000-0813
index_1,2024-10-24,2024-10-24 21:15:29.126,2024,10,October,3,Thursday,21,Hot Chocolate,35.76,card,card,ANON-0000-0000-0813
index_1,2024-10-24,2024-10-24 21:56:20.063,2024,10,October,3,Thursday,21,Hot Chocolate,35.76,card,card,ANON-0000-0000-0637
index_1,2024-10-24,2024-10-24 21:57:10.028,2024,10,October,3,Thursday,21,Cappuccino,35.76,card,card,ANON-0000-0000-0637
index_1,2024-10-25,2024-10-25 07:38:11.145,2024,10,October,4,Friday,7,Cappuccino,35.76,card,card,ANON-0000-0000-0696
index_1,2024-10-25,2024-10-25 07:45:22.853,2024,10,October,4,Friday,7,Espresso,21.06,card,card,ANON-0000-0000-0402
index_1,2024-10-25,2024-10-25 08:10:04.813,2024,10,October,4,Friday,8,Cocoa,35.76,card,card,ANON-0000-0000-0570
index_1,2024-10-25,2024-10-25 08:10:54.567,2024,10,October,4,Friday,8,Latte,35.76,card,card,ANON-0000-0000-0570
index_1,2024-10-25,2024-10-25 08:18:49.780,2024,10,October,4,Friday,8,Cocoa,35.76,card,card,ANON-0000-0000-0084
index_1,2024-10-25,2024-10-25 10:03:28.304,2024,10,October,4,Friday,10,Americano,25.96,card,card,ANON-0000-0000-0683
index_1,2024-10-25,2024-10-25 10:05:21.012,2024,10,October,4,Friday,10,Americano,25.96,card,card,ANON-0000-0000-0683
index_1,2024-10-25,2024-10-25 10:51:01.298,2024,10,October,4,Friday,10,Americano with Milk,30.86,card,card,ANON-0000-0000-0276
index_1,2024-10-25,2024-10-25 11:49:42.876,2024,10,October,4,Friday,11,Cocoa,35.76,card,card,ANON-0000-0000-0012
index_1,2024-10-25,2024-10-25 11:50:30.398,2024,10,October,4,Friday,11,Cocoa,35.76,card,card,ANON-0000-0000-0012
index_1,2024-10-25,2024-10-25 12:06:50.176,2024,10,October,4,Friday,12,Cortado,25.96,card,card,ANON-0000-0000-0141
index_1,2024-10-25,2024-10-25 12:40:37.466,2024,10,October,4,Friday,12,Latte,35.76,card,card,ANON-0000-0000-0814
index_1,2024-10-25,2024-10-25 14:23:16.568,2024,10,October,4,Friday,14,Cappuccino,35.76,card,card,ANON-0000-0000-0137
index_1,2024-10-25,2024-10-25 22:19:23.959,2024,10,October,4,Friday,22,Hot Chocolate,35.76,card,card,ANON-0000-0000-0815
index_1,2024-10-25,2024-10-25 22:22:31.745,2024,10,October,4,Friday,22,Espresso,21.06,card,card,ANON-0000-0000-0815
index_1,2024-10-26,2024-10-26 07:49:59.226,2024,10,October,5,Saturday,7,Cappuccino,35.76,card,card,ANON-0000-0000-0682
index_1,2024-10-26,2024-10-26 08:41:44.502,2024,10,October,5,Saturday,8,Cortado,25.96,card,card,ANON-0000-0000-0141
index_1,2024-10-26,2024-10-26 08:52:59.556,2024,10,October,5,Saturday,8,Cappuccino,35.76,card,card,ANON-0000-0000-0334
index_1,2024-10-26,2024-10-26 10:24:38.301,2024,10,October,5,Saturday,10,Americano,25.96,card,card,ANON-0000-0000-0816
index_1,2024-10-26,2024-10-26 12:18:09.342,2024,10,October,5,Saturday,12,Cocoa,35.76,card,card,ANON-0000-0000-0040
index_1,2024-10-26,2024-10-26 13:03:31.039,2024,10,October,5,Saturday,13,Latte,35.76,card,card,ANON-0000-0000-0817
index_1,2024-10-26,2024-10-26 14:34:58.654,2024,10,October,5,Saturday,14,Latte,35.76,card,card,ANON-0000-0000-0276
index_1,2024-10-26,2024-10-26 14:36:14.943,2024,10,October,5,Saturday,14,Americano with Milk,30.86,card,card,ANON-0000-0000-0276
index_1,2024-10-26,2024-10-26 15:05:22.072,2024,10,October,5,Saturday,15,Cortado,25.96,card,card,ANON-0000-0000-0141
index_1,2024-10-26,2024-10-26 15:06:19.074,2024,10,October,5,Saturday,15,Cortado,25.96,card,card,ANON-0000-0000-0141
index_1,2024-10-26,2024-10-26 15:38:28.729,2024,10,October,5,Saturday,15,Latte,35.76,card,card,ANON-0000-0000-0818
index_1,2024-10-26,2024-10-26 15:39:29.573,2024,10,October,5,Saturday,15,Latte,35.76,card,card,ANON-0000-0000-0818
index_1,2024-10-26,2024-10-26 15:52:01.660,2024,10,October,5,Saturday,15,Americano with Milk,30.86,card,card,ANON-0000-0000-0819
index_1,2024-10-26,2024-10-26 15:53:21.506,2024,10,October,5,Saturday,15,Americano with Milk,30.86,card,card,ANON-0000-0000-0820
index_1,2024-10-26,2024-10-26 19:19:21.305,2024,10,October,5,Saturday,19,Cappuccino,35.76,card,card,ANON-0000-0000-0715
index_1,2024-10-26,2024-10-26 20:34:46.718,2024,10,October,5,Saturday,20,Americano with Milk,30.86,card,card,ANON-0000-0000-0821
index_1,2024-10-27,2024-10-27 11:01:56.902,2024,10,October,6,Sunday,11,Americano with Milk,30.86,card,card,ANON-0000-0000-0347
index_1,2024-10-27,2024-10-27 12:53:25.989,2024,10,October,6,Sunday,12,Latte,35.76,card,card,ANON-0000-0000-0276
index_1,2024-10-27,2024-10-27 12:54:27.511,2024,10,October,6,Sunday,12,Americano with Milk,30.86,card,card,ANON-0000-0000-0276
index_1,2024-10-27,2024-10-27 13:43:46.609,2024,10,October,6,Sunday,13,Cappuccino,35.76,card,card,ANON-0000-0000-0822
index_1,2024-10-27,2024-10-27 16:17:06.175,2024,10,October,6,Sunday,16,Latte,35.76,card,card,ANON-0000-0000-0507
index_1,2024-10-28,2024-10-28 07:46:28.187,2024,10,October,0,Monday,7,Cappuccino,35.76,card,card,ANON-0000-0000-0696
index_1,2024-10-28,2024-10-28 08:01:12.299,2024,10,October,0,Monday,8,Americano,25.96,card,card,ANON-0000-0000-0823
index_1,2024-10-28,2024-10-28 08:35:02.901,2024,10,October,0,Monday,8,Latte,35.76,card,card,ANON-0000-0000-0683
index_1,2024-10-28,2024-10-28 09:15:42.781,2024,10,October,0,Monday,9,Americano with Milk,30.86,card,card,ANON-0000-0000-0242
index_1,2024-10-28,2024-10-28 11:42:36.495,2024,10,October,0,Monday,11,Latte,35.76,card,card,ANON-0000-0000-0824
index_1,2024-10-28,2024-10-28 11:43:43.322,2024,10,October,0,Monday,11,Latte,35.76,card,card,ANON-0000-0000-0824
index_1,2024-10-28,2024-10-28 12:01:36.054,2024,10,October,0,Monday,12,Hot Chocolate,35.76,card,card,ANON-0000-0000-0707
index_1,2024-10-28,2024-10-28 12:02:34.807,2024,10,October,0,Monday,12,Americano with Milk,30.86,card,card,ANON-0000-0000-0825
index_1,2024-10-28,2024-10-28 12:21:30.418,2024,10,October,0,Monday,12,Cappuccino,35.76,card,card,ANON-0000-0000-0826
index_1,2024-10-28,2024-10-28 14:10:54.611,2024,10,October,0,Monday,14,Americano with Milk,30.86,card,card,ANON-0000-0000-0819
index_1,2024-10-28,2024-10-28 14:11:56.316,2024,10,October,0,Monday,14,Americano with Milk,30.86,card,card,ANON-0000-0000-0819
index_1,2024-10-28,2024-10-28 14:30:59.561,2024,10,October,0,Monday,14,Americano with Milk,30.86,card,card,ANON-0000-0000-0827
index_1,2024-10-28,2024-10-28 16:01:20.507,2024,10,October,0,Monday,16,Latte,35.76,card,card,ANON-0000-0000-0159
index_1,2024-10-28,2024-10-28 17:55:18.119,2024,10,October,0,Monday,17,Cocoa,35.76,card,card,ANON-0000-0000-0828
